amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
186.27,7,Food,1,1,98,1,54,0
79.01,23,Clothing,0,1,68,1,37,0
9.07,19,Electronics,0,0,54,0,29,0
5.68,15,Grocery,0,0,69,2,28,0
145.41,19,Food,1,0,84,2,47,0
258.41,17,Clothing,0,0,77,1,67,0
138.75,3,Grocery,0,0,49,3,57,0
330.75,15,Travel,0,0,28,3,31,0
6.12,3,Clothing,0,0,98,1,63,0
82.24,5,Food,0,0,55,1,38,0
48.71,2,Electronics,0,0,43,3,40,0
106.72,17,Grocery,0,0,26,2,53,0
13.52,14,Grocery,0,1,28,3,22,0
554.76,7,Electronics,0,0,62,0,63,0
45.48,17,Food,0,0,57,3,63,0
459.9,23,Travel,0,0,42,1,20,0
99.89,22,Electronics,0,0,56,1,49,0
762.35,2,Travel,0,0,57,2,45,0
145.36,5,Food,0,0,58,0,21,0
480.82,21,Clothing,0,1,75,1,69,0
0.97,20,Clothing,0,0,87,1,56,0
248.27,23,Food,0,0,71,3,43,0
420.04,14,Travel,1,0,90,2,48,0
27.09,11,Electronics,0,0,37,2,27,0
18.19,4,Food,0,0,76,1,29,0
99.48,6,Food,0,0,76,1,34,0
488.38,21,Clothing,0,0,67,2,63,0
140.71,14,Electronics,0,0,85,3,25,0
134.93,6,Clothing,0,0,27,4,28,0
27.38,12,Travel,0,0,92,0,25,0
0.14,2,Travel,0,0,83,1,47,0
299.06,22,Grocery,0,0,78,1,36,0
16.5,12,Food,1,0,93,2,35,0
180.85,2,Electronics,0,0,26,5,25,1
442.91,1,Electronics,0,0,92,3,33,0
42.12,22,Clothing,0,0,68,4,43,0
197,3,Clothing,0,0,62,2,38,0
14.75,16,Electronics,0,1,84,0,65,0
166.63,5,Clothing,0,0,51,1,59,0
32.23,10,Grocery,1,0,39,1,68,0
239.69,5,Food,0,0,63,3,24,0
64.52,21,Grocery,0,1,62,1,60,0
112.05,1,Travel,0,0,78,1,19,0
164.68,16,Electronics,0,0,87,0,38,0
33.82,2,Grocery,0,0,82,1,21,0
243.61,11,Grocery,0,0,86,4,43,0
64.88,13,Clothing,0,0,42,1,38,0
195.45,1,Clothing,0,0,53,1,28,0
31.02,21,Clothing,0,0,95,3,66,0
209.72,21,Travel,0,0,81,3,29,0
24.69,4,Grocery,0,0,48,0,59,0
99.72,9,Food,1,1,62,1,29,0
51.11,9,Clothing,0,0,30,1,45,0
248.37,20,Travel,0,1,44,2,57,0
54.69,8,Travel,0,0,66,5,64,0
384.24,20,Clothing,0,0,98,1,67,0
400.31,12,Electronics,0,0,46,1,62,0
39.37,9,Grocery,0,0,57,0,31,0
171.27,5,Clothing,0,0,70,0,58,0
16.53,10,Food,0,0,78,2,37,0
89.43,3,Grocery,0,0,66,1,46,0
224.89,13,Travel,1,0,75,3,57,0
193.88,16,Food,0,0,92,1,27,0
176.41,19,Grocery,0,0,80,4,68,0
59.77,1,Food,0,0,66,1,44,0
85.47,9,Travel,0,1,37,1,50,0
19.56,2,Clothing,0,0,78,1,57,0
228.51,6,Food,0,0,36,1,53,0
126.17,6,Clothing,0,0,59,0,34,0
222.05,0,Travel,0,0,33,2,60,0
51.53,7,Travel,1,0,37,1,60,0
70.6,22,Food,0,0,46,2,43,0
73.22,0,Food,0,0,64,1,64,0
4.69,7,Travel,0,0,60,2,63,0
75.08,13,Food,0,0,65,0,25,0
292.7,13,Food,0,0,31,0,23,0
409.67,1,Food,0,1,79,2,57,0
131.45,7,Food,0,0,99,2,67,0
109.42,18,Grocery,0,0,37,0,49,0
5.64,9,Travel,0,0,44,1,23,0
380.46,6,Travel,0,0,82,1,45,0
2.36,12,Electronics,0,0,47,5,35,0
521.26,21,Clothing,0,0,77,1,55,0
120.93,20,Electronics,0,0,61,2,23,0
75.32,14,Food,1,0,44,3,27,0
464.38,10,Food,0,0,43,2,30,0
4.44,13,Grocery,0,0,42,2,56,0
156.76,10,Grocery,1,0,92,1,31,0
143.3,1,Grocery,0,0,85,0,50,0
44.57,1,Grocery,0,0,96,4,49,0
100.83,11,Grocery,0,0,70,1,34,0
190.14,14,Grocery,1,0,72,1,34,0
233.78,16,Grocery,0,0,44,1,54,0
0.13,13,Grocery,0,0,96,2,18,0
497.21,15,Grocery,0,0,93,2,68,0
32.36,7,Travel,0,0,58,5,18,0
47.88,23,Grocery,0,0,31,2,41,0
55.05,16,Clothing,0,0,74,1,37,0
6.94,4,Grocery,0,0,77,2,58,0
23.64,11,Food,0,0,97,1,57,0
772.92,5,Food,0,1,35,0,56,0
68.16,17,Grocery,0,0,32,1,28,0
22.05,4,Grocery,0,0,56,5,42,0
20.37,5,Food,0,0,87,1,43,0
228.79,8,Clothing,0,0,79,1,52,0
347.05,14,Electronics,0,0,83,2,45,0
53.46,9,Travel,0,0,87,2,35,0
3.8,16,Food,1,0,41,3,27,0
45.44,18,Grocery,0,0,50,4,65,0
10.47,11,Travel,0,0,75,3,43,0
19.65,8,Grocery,0,0,57,6,35,0
101.66,14,Electronics,0,0,50,2,51,0
47.03,13,Electronics,0,0,46,1,38,0
130.6,0,Food,0,0,91,2,58,0
52.62,16,Travel,0,0,87,1,58,0
508.03,0,Travel,0,0,41,2,53,0
425.5,22,Electronics,0,0,65,4,45,0
150.58,20,Grocery,0,0,63,4,61,0
78.77,21,Food,0,0,57,1,34,0
86.38,12,Clothing,1,0,56,4,26,0
95.54,7,Electronics,0,0,45,2,60,0
234.07,12,Electronics,0,0,77,2,40,0
108.15,15,Food,0,0,88,1,42,0
349.74,1,Grocery,0,0,90,1,60,0
519.14,12,Travel,0,0,73,2,43,0
73.69,17,Electronics,0,0,95,1,39,0
148.06,2,Food,1,0,55,5,66,1
17.98,12,Food,0,0,65,0,35,0
40.27,18,Food,1,0,96,3,66,0
96.03,12,Travel,0,0,95,3,18,0
41.57,18,Electronics,0,1,60,4,56,0
376.56,3,Food,0,0,98,3,31,0
31.02,18,Travel,0,1,63,0,46,0
109.47,17,Grocery,0,0,65,2,68,0
167.52,5,Clothing,0,0,65,2,32,0
211.9,18,Electronics,0,0,29,2,65,0
86.94,3,Travel,0,0,30,1,64,0
366,3,Clothing,0,0,86,2,32,0
151.21,23,Clothing,0,0,40,2,63,0
104.21,6,Travel,0,1,43,2,34,0
12.53,6,Travel,0,0,61,1,34,0
112.48,22,Travel,0,0,88,2,56,0
309.4,15,Food,0,0,83,1,44,0
171.6,15,Grocery,0,0,93,3,48,0
321.26,4,Food,0,0,97,3,54,0
122.62,14,Clothing,0,0,31,1,62,0
22.7,22,Clothing,0,0,66,2,33,0
2.47,3,Clothing,0,0,49,1,18,0
65.03,23,Travel,1,0,80,2,32,0
215.51,12,Electronics,0,0,71,2,23,0
281.14,18,Food,1,0,74,2,49,0
63.11,6,Electronics,0,0,98,0,54,0
123.21,11,Grocery,0,0,57,3,33,0
98.4,8,Grocery,0,0,50,1,23,0
95.13,16,Food,0,0,41,1,61,0
47.36,1,Clothing,0,0,45,2,28,0
26.39,15,Grocery,0,0,26,4,28,0
39.42,6,Electronics,1,0,68,2,42,0
10.25,17,Electronics,0,1,90,1,28,0
39.75,6,Travel,0,1,95,2,36,0
1.66,0,Clothing,0,0,60,4,18,0
177.64,2,Travel,0,0,70,1,27,0
68.46,20,Food,0,0,74,4,23,0
651.11,10,Grocery,0,0,91,1,48,0
38.76,21,Travel,0,0,27,0,33,0
76.39,14,Travel,0,0,57,1,55,0
79.73,2,Food,0,1,69,2,22,0
1.53,23,Electronics,0,0,49,1,62,0
328.98,12,Electronics,0,1,61,5,59,0
5.85,3,Food,0,1,60,0,28,0
506.95,22,Electronics,0,0,59,2,22,0
400.74,21,Food,1,1,43,1,29,0
138.03,7,Electronics,0,0,69,0,31,0
141.19,21,Food,0,0,42,2,27,0
190.92,3,Electronics,0,0,51,2,20,0
88.1,17,Travel,0,0,55,1,37,0
187.55,6,Travel,0,0,63,1,31,0
8.24,10,Electronics,1,0,91,1,43,0
10,3,Food,0,0,46,2,68,0
109.99,12,Travel,0,0,76,1,42,0
143.58,8,Grocery,0,0,34,2,36,0
393.77,8,Electronics,0,0,32,3,64,0
19.9,22,Grocery,0,0,58,3,33,0
311.33,20,Grocery,0,0,77,2,59,0
42.44,18,Clothing,0,0,42,2,23,0
90.18,2,Grocery,0,0,36,1,23,0
68.52,11,Grocery,0,0,88,3,50,0
92,10,Clothing,1,0,81,2,27,0
29.36,19,Clothing,0,0,26,3,44,0
126.06,10,Clothing,0,0,41,2,39,0
291.18,16,Food,0,0,76,4,34,0
104.86,20,Clothing,0,0,95,2,46,0
121.42,13,Food,0,0,26,3,19,0
340.01,15,Electronics,0,0,51,3,41,0
220.39,23,Food,0,0,50,2,41,0
121.36,9,Electronics,1,0,49,2,51,0
53.64,3,Clothing,0,1,36,5,45,1
389.19,9,Clothing,0,0,41,2,32,0
154.88,19,Electronics,0,0,89,2,68,0
44.99,11,Travel,0,0,64,2,37,0
56.43,8,Food,0,0,29,0,42,0
292.54,14,Grocery,0,0,52,2,24,0
8.13,8,Clothing,0,0,96,1,43,0
871.18,6,Food,0,0,76,3,58,0
25.14,23,Food,0,0,38,2,24,0
286.19,11,Clothing,0,0,30,1,65,0
90.39,19,Electronics,0,0,42,3,53,0
121.99,23,Clothing,0,0,61,4,57,0
382.63,13,Food,0,0,98,0,59,0
95.86,21,Travel,0,0,88,2,62,0
138.8,15,Electronics,0,0,59,2,39,0
9.1,18,Clothing,0,0,41,1,29,0
0.42,22,Grocery,0,0,34,1,46,0
50.54,2,Clothing,0,0,75,0,39,0
205.43,10,Food,1,0,76,3,67,0
23.27,22,Food,0,0,88,0,52,0
21.74,20,Grocery,0,0,57,2,43,0
95.27,19,Electronics,0,0,41,3,26,0
187.86,18,Food,0,0,73,0,25,0
224.11,7,Electronics,0,1,31,2,57,0
35.38,19,Electronics,0,0,89,1,18,0
14.93,7,Clothing,0,0,86,1,45,0
507.61,2,Electronics,0,0,99,2,37,0
54.36,9,Food,0,0,34,4,63,0
345.54,12,Food,1,0,55,3,44,0
358.45,8,Travel,0,0,49,3,32,0
266.53,5,Electronics,0,0,81,1,19,0
33.29,14,Travel,0,1,89,1,31,0
310.47,15,Clothing,0,0,67,2,62,0
263.96,4,Travel,0,0,27,0,65,0
163.46,20,Electronics,0,0,79,1,58,0
74.03,12,Food,0,0,72,2,28,0
54.81,18,Clothing,0,0,89,0,19,0
23.4,1,Electronics,0,1,95,5,23,1
128.31,5,Clothing,0,0,84,4,44,0
158.42,0,Grocery,0,0,38,3,25,0
80.15,14,Electronics,0,1,38,4,23,0
116.11,14,Grocery,0,0,33,1,57,0
81.32,13,Travel,0,0,69,4,63,0
184.4,6,Electronics,0,0,26,2,35,0
416.75,4,Grocery,0,0,56,1,45,0
32.23,19,Food,0,0,32,3,39,0
86.46,15,Travel,0,0,60,0,24,0
27.33,16,Electronics,0,0,61,1,67,0
176.52,10,Electronics,0,0,39,1,33,0
234.93,14,Food,1,0,58,2,59,0
483.65,19,Food,0,0,45,2,57,0
58.85,15,Grocery,0,0,33,0,60,0
539.99,2,Grocery,0,0,64,4,26,0
11.76,5,Grocery,0,0,50,3,52,0
166.29,20,Clothing,0,0,46,2,21,0
10.59,22,Travel,0,0,37,3,64,0
403.59,12,Electronics,0,0,49,1,30,0
135.83,0,Travel,0,0,95,4,28,0
199.2,20,Food,0,0,39,4,55,0
320.63,13,Travel,0,0,69,2,63,0
29.32,1,Travel,0,0,45,2,32,0
7.08,1,Grocery,0,0,64,1,62,0
379.98,14,Food,0,0,71,3,52,0
68.08,17,Travel,0,1,85,1,43,0
24.86,8,Electronics,0,0,38,3,65,0
113.76,2,Grocery,0,0,96,1,57,0
164.17,3,Travel,0,0,91,1,22,0
5.66,14,Food,0,0,71,4,22,0
57.86,4,Electronics,0,0,40,1,36,0
6,19,Food,0,0,95,0,69,0
98.16,19,Food,0,0,42,2,52,0
405.85,4,Food,1,0,69,2,29,0
729.77,9,Clothing,0,0,47,2,68,0
182.43,15,Electronics,0,1,50,2,51,0
31.73,11,Food,0,0,90,2,55,0
425.31,13,Clothing,1,0,26,3,41,0
130.71,21,Grocery,0,0,46,4,61,0
30.05,10,Clothing,0,0,62,7,32,0
458.56,18,Grocery,1,0,66,4,59,0
254.99,5,Clothing,0,0,52,0,41,0
236.82,9,Food,0,0,87,1,49,0
222.31,19,Clothing,0,0,41,2,55,0
40.24,2,Clothing,0,0,83,3,61,0
42.66,21,Food,0,0,26,2,31,0
209.82,14,Grocery,0,0,74,3,48,0
44.66,10,Food,0,0,39,1,55,0
103.94,21,Electronics,1,0,42,2,22,0
274.19,1,Clothing,0,0,62,0,53,0
275.81,23,Electronics,0,0,32,0,67,0
108.68,5,Food,0,1,44,1,47,0
282.8,16,Food,0,0,84,2,31,0
328.32,17,Travel,0,0,50,2,51,0
191.44,3,Electronics,0,0,59,3,69,0
46.68,22,Travel,1,0,50,3,18,0
57.64,8,Electronics,0,0,42,1,59,0
68.06,9,Travel,1,0,68,3,18,0
22.36,20,Travel,1,0,31,3,59,0
57.43,1,Electronics,1,0,59,1,54,0
42.32,10,Food,0,0,36,1,44,0
109.36,10,Grocery,0,0,68,4,28,0
430.33,10,Food,0,0,65,2,56,0
19.86,0,Grocery,0,1,78,7,29,1
229.31,13,Electronics,0,0,25,2,24,0
209.24,0,Clothing,1,0,49,2,38,0
18.12,20,Food,0,0,39,5,58,0
460.51,22,Travel,0,0,99,4,54,0
151.28,8,Food,0,0,27,0,50,0
81.38,23,Electronics,0,0,69,2,47,0
254.3,0,Clothing,0,0,69,0,48,0
53.56,20,Clothing,0,0,75,1,31,0
212.86,21,Food,0,0,66,0,48,0
7.29,21,Food,0,0,63,0,68,0
329.2,3,Food,0,0,44,3,52,0
107.01,0,Electronics,0,0,42,2,47,0
182.25,18,Grocery,0,0,63,2,22,0
45.01,9,Grocery,0,0,53,2,18,0
203.46,14,Travel,0,1,44,1,41,0
266.3,19,Electronics,0,0,66,2,42,0
115.37,3,Clothing,0,0,36,2,48,0
173.09,19,Travel,1,0,80,2,27,0
109.69,13,Clothing,0,0,36,3,69,0
404.13,4,Clothing,0,0,77,2,34,0
124,14,Food,0,0,32,6,51,0
331.91,14,Clothing,0,0,82,1,45,0
290.92,15,Clothing,1,0,48,3,40,0
95.13,15,Electronics,0,0,85,2,66,0
47.07,3,Food,0,0,25,1,36,0
93.78,8,Food,0,0,94,0,45,0
314.99,0,Travel,0,0,69,0,56,0
46.49,4,Food,0,0,33,0,37,0
133.79,8,Grocery,0,1,25,2,30,0
295.27,19,Electronics,0,0,97,6,63,0
78.51,4,Travel,0,0,48,2,29,0
185.01,3,Grocery,0,0,84,1,62,0
50.74,15,Clothing,0,0,72,3,32,0
20.83,1,Grocery,1,0,63,0,21,0
284.71,15,Travel,0,0,42,3,50,0
18.76,17,Food,0,0,76,0,53,0
56.99,1,Electronics,0,0,26,2,45,0
347.72,15,Travel,0,0,60,3,61,0
76.57,0,Grocery,0,0,72,3,38,0
650.45,15,Grocery,0,0,59,3,23,0
701.79,2,Travel,1,1,94,1,20,1
56.22,14,Travel,0,0,96,1,45,0
7.53,10,Travel,0,0,66,3,55,0
219.78,9,Food,0,0,98,3,65,0
107.93,16,Travel,1,0,62,1,29,0
19.12,3,Clothing,0,0,50,3,48,0
221.29,16,Electronics,0,0,55,3,62,0
5.7,3,Electronics,0,0,76,2,58,0
367.51,18,Clothing,0,1,84,2,40,0
26.87,0,Grocery,0,1,32,0,21,1
24.51,13,Grocery,0,0,85,1,54,0
34.77,23,Grocery,1,0,59,0,39,0
580.6,10,Grocery,0,0,58,2,60,0
212.66,6,Food,0,0,34,2,22,0
290.94,16,Clothing,0,0,64,1,29,0
91.24,3,Electronics,0,0,76,2,54,0
73.79,9,Clothing,0,0,36,5,31,0
48.1,16,Electronics,0,0,51,1,47,0
117.93,3,Grocery,0,0,43,2,40,0
144.46,18,Food,0,1,81,4,51,0
179.83,17,Travel,0,0,78,1,54,0
53.5,16,Travel,0,0,39,5,39,0
534.45,5,Grocery,0,0,61,2,64,0
33.49,6,Grocery,0,0,85,2,20,0
606.82,5,Clothing,0,0,42,1,37,0
2.69,11,Food,1,0,68,7,45,0
118.1,8,Food,0,0,45,0,63,0
72.99,17,Clothing,0,0,53,1,35,0
107.32,1,Food,0,0,39,3,24,0
152.19,16,Food,0,0,92,0,51,0
102.96,20,Travel,0,0,88,2,63,0
96.46,0,Food,0,1,38,2,60,1
237.5,22,Grocery,0,0,61,1,29,0
208.43,8,Travel,0,0,78,1,51,0
322.45,5,Grocery,0,0,83,6,63,0
51.77,1,Grocery,0,0,83,2,38,0
169.27,5,Clothing,0,0,79,5,54,0
158.39,8,Food,0,0,67,1,55,0
83.09,2,Food,0,0,76,7,51,0
119.82,15,Food,0,0,63,2,63,0
67.78,23,Food,0,0,43,2,32,0
27.53,14,Travel,0,0,80,2,47,0
43.3,11,Electronics,0,0,60,2,26,0
20.07,22,Grocery,0,0,76,1,35,0
206.83,7,Electronics,0,0,68,1,34,0
194.57,5,Electronics,0,0,70,2,37,0
541.43,2,Electronics,0,0,64,3,19,0
235.47,22,Travel,1,0,77,3,53,0
9.62,3,Electronics,0,0,81,5,65,0
388.13,9,Travel,0,0,43,4,19,0
357.37,13,Clothing,1,0,68,4,49,0
105.44,20,Clothing,0,0,44,4,62,0
158.68,23,Clothing,0,0,68,2,42,0
671.93,14,Travel,0,0,67,4,63,0
136.79,6,Travel,1,0,31,1,37,0
424.31,6,Grocery,0,0,66,3,18,0
15.6,7,Electronics,0,0,86,3,41,0
38.16,9,Food,1,0,26,1,41,0
104.61,18,Food,0,0,70,3,49,0
158.2,18,Electronics,0,1,62,0,31,0
304.93,1,Food,0,0,25,2,59,0
800.09,14,Food,0,0,71,3,27,0
88.63,0,Food,0,0,37,2,47,0
8.74,9,Travel,0,0,84,2,25,0
290.76,5,Travel,0,0,88,0,50,0
166.91,21,Travel,0,0,92,4,35,0
39.84,12,Electronics,0,0,79,3,47,0
122.91,9,Clothing,0,0,55,2,33,0
244.08,11,Food,0,0,38,0,37,0
264.86,23,Grocery,0,0,29,1,52,0
124.63,5,Travel,0,0,78,0,63,0
65.55,5,Grocery,0,0,77,3,52,0
655.17,0,Food,1,0,61,3,26,0
195.97,11,Clothing,1,0,81,0,26,0
94.44,22,Grocery,0,0,27,2,48,0
59.25,22,Food,0,0,35,2,60,0
236.42,9,Food,0,0,66,2,56,0
49.92,13,Travel,0,0,79,1,49,0
33.91,14,Clothing,1,0,62,1,63,0
135.84,22,Food,0,0,48,4,31,0
61.65,23,Clothing,0,0,33,0,60,0
178.43,3,Travel,0,1,37,0,53,1
22.59,0,Grocery,0,0,42,2,24,0
191.53,7,Electronics,0,0,34,4,49,0
59.96,2,Electronics,0,0,36,0,44,0
0.04,13,Electronics,0,0,71,1,25,0
24.43,16,Clothing,0,0,34,1,69,0
488.21,1,Electronics,0,1,25,1,33,1
363.61,14,Grocery,0,1,81,0,38,0
47.89,5,Food,0,0,95,2,25,0
271.22,4,Clothing,1,0,35,1,63,0
168.83,13,Grocery,0,0,77,0,63,0
636.69,18,Clothing,0,0,28,2,30,0
84.2,8,Clothing,0,0,85,1,19,0
205.92,7,Clothing,0,0,34,4,21,0
11.82,2,Travel,0,0,29,1,21,0
90.83,17,Food,0,0,85,5,59,0
597.45,7,Electronics,0,0,54,6,48,0
139.38,15,Travel,0,1,81,2,53,0
61.11,14,Food,0,1,57,4,34,0
23.07,20,Electronics,0,0,61,0,23,0
218.84,14,Travel,0,0,92,1,60,0
186.34,15,Travel,0,0,47,3,20,0
84.3,0,Grocery,0,0,94,1,19,0
542.65,9,Travel,0,0,31,3,30,0
4.04,18,Clothing,1,0,43,0,41,0
65.16,4,Travel,0,0,39,2,40,0
457.05,17,Clothing,0,0,56,2,40,0
69.67,2,Food,0,0,83,3,56,0
52.32,3,Food,0,0,94,2,51,0
137.53,3,Clothing,0,0,94,2,46,0
312.51,10,Grocery,0,0,30,2,50,0
19.6,8,Grocery,0,0,90,2,67,0
515.71,0,Food,0,0,28,3,43,0
285.32,15,Travel,1,0,94,0,34,0
36,8,Food,0,0,81,1,29,0
224.07,10,Food,0,0,85,1,55,0
87.49,5,Clothing,0,0,80,2,41,0
92.64,16,Grocery,0,0,38,0,23,0
275.26,11,Clothing,0,0,31,2,40,0
592.39,21,Food,0,0,78,5,68,0
24.38,7,Electronics,0,0,82,5,27,0
98.25,15,Travel,0,0,85,6,19,0
118.03,4,Food,0,0,96,2,57,0
84.98,20,Clothing,0,0,52,2,54,0
81.23,0,Electronics,0,0,79,2,40,0
9.66,16,Electronics,0,0,98,0,21,0
208.24,23,Food,0,0,77,2,53,0
103.15,20,Grocery,1,0,68,5,49,0
39,7,Electronics,0,0,52,1,64,0
304.74,9,Travel,0,0,70,2,30,0
292.02,17,Clothing,0,0,73,0,54,0
119.93,14,Clothing,0,0,91,1,32,0
63.8,19,Clothing,1,0,51,6,69,0
182.95,12,Food,0,0,63,1,38,0
61.18,9,Clothing,0,0,51,2,56,0
48.46,8,Clothing,0,0,59,3,31,0
236.02,12,Travel,0,0,71,3,61,0
7.41,2,Grocery,0,0,76,3,23,0
17.92,21,Food,0,0,93,3,40,0
1.23,22,Food,0,0,90,2,56,0
29.88,2,Clothing,0,0,65,4,51,0
12.87,0,Travel,0,0,74,1,62,0
985.18,1,Electronics,0,0,69,2,36,0
61.35,10,Clothing,0,0,44,2,48,0
29.1,13,Clothing,0,0,95,0,48,0
49.63,9,Food,1,0,60,1,36,0
495.15,6,Food,0,0,96,2,32,0
132.17,22,Clothing,0,0,94,1,49,0
81.69,0,Food,0,0,48,2,39,0
372,6,Travel,0,0,60,1,66,0
90.45,14,Electronics,0,0,29,2,63,0
73.44,10,Electronics,0,0,44,0,42,0
41.81,5,Electronics,0,0,77,2,22,0
85.41,21,Clothing,0,1,64,1,39,0
68.54,6,Clothing,0,0,74,2,50,0
203.59,6,Clothing,0,0,98,6,68,0
61.54,0,Travel,0,0,91,7,31,0
154.95,9,Electronics,0,1,59,1,58,0
12.27,20,Food,0,0,88,3,35,0
38.22,14,Food,0,1,61,0,47,0
94.18,7,Grocery,0,0,69,0,52,0
497.49,23,Grocery,0,0,62,3,39,0
85.25,18,Food,1,0,51,0,49,0
196.36,2,Electronics,0,0,89,4,36,0
53.01,22,Clothing,0,0,97,1,62,0
24.45,14,Food,0,0,27,2,44,0
10.86,3,Food,0,0,83,0,50,0
65.6,5,Grocery,0,0,54,2,22,0
30.88,9,Electronics,0,0,40,1,27,0
34.41,17,Food,0,0,53,3,60,0
257.45,15,Clothing,0,0,94,1,24,0
2.87,17,Clothing,0,0,98,3,28,0
146.88,5,Travel,0,0,48,3,33,0
85.89,18,Clothing,0,0,31,4,66,0
127.14,16,Food,1,0,73,2,48,0
148.94,17,Food,0,0,87,3,67,0
67.67,12,Clothing,0,0,70,3,35,0
62.95,6,Grocery,0,0,72,1,45,0
237.96,19,Electronics,0,0,49,0,59,0
369.02,11,Food,0,0,67,2,44,0
38.5,1,Clothing,0,0,79,1,21,0
18.49,11,Clothing,0,0,58,3,69,0
410.54,11,Food,0,0,89,1,34,0
77.51,23,Travel,0,0,52,1,19,0
144.26,3,Electronics,0,0,65,1,47,0
80.2,3,Food,0,0,53,2,67,0
24.2,17,Clothing,0,0,56,2,28,0
160.19,15,Travel,0,0,93,1,50,0
134.05,13,Food,0,0,58,3,48,0
40.84,16,Electronics,0,0,83,3,65,0
108.22,16,Travel,0,0,85,2,38,0
286.97,2,Clothing,0,1,76,2,54,0
160.67,5,Grocery,0,0,87,3,45,0
18.35,22,Electronics,0,0,50,4,23,0
142.94,12,Travel,0,0,36,0,62,0
218.37,8,Food,0,0,46,4,60,0
283.25,20,Food,0,0,97,3,38,0
178.54,8,Travel,0,0,80,1,63,0
29.82,7,Food,0,0,30,5,43,0
222.92,16,Travel,0,0,60,1,24,0
203.61,15,Electronics,0,0,98,3,58,0
4.45,15,Food,0,0,83,3,26,0
95.51,18,Electronics,0,0,83,2,43,0
72.88,23,Clothing,0,0,92,0,66,0
199.24,15,Clothing,0,1,76,1,55,0
43.83,13,Clothing,0,0,92,1,24,0
160.87,19,Clothing,0,0,75,3,59,0
439.96,13,Food,0,0,92,4,45,0
287.73,13,Travel,0,0,50,1,54,0
457.94,13,Food,0,0,97,1,19,0
691.2,11,Food,0,0,65,1,25,0
1.93,5,Electronics,0,0,99,3,18,0
175.47,19,Travel,0,0,29,5,40,0
95.84,12,Grocery,0,0,77,0,62,0
353.71,15,Grocery,0,0,62,2,61,0
52.22,8,Travel,0,1,77,2,53,0
713.68,1,Grocery,1,0,80,1,59,0
171.21,21,Travel,0,1,43,2,23,0
283.97,2,Electronics,0,0,89,2,32,0
16.11,9,Electronics,0,0,93,3,32,0
36.48,19,Food,0,0,77,2,44,0
255.69,1,Grocery,1,0,43,2,36,0
4,23,Travel,0,0,90,2,19,0
305.57,9,Electronics,0,0,72,2,25,0
2.53,7,Food,0,0,90,2,55,0
192.67,16,Grocery,0,0,97,1,28,0
81.77,21,Grocery,1,0,42,1,39,0
170.18,0,Grocery,0,0,63,4,57,0
214.35,5,Electronics,0,1,97,2,38,0
75.47,6,Electronics,0,0,75,4,56,0
20.56,14,Grocery,0,0,47,3,36,0
12.99,17,Electronics,0,0,57,2,31,0
160.02,8,Grocery,0,0,84,3,69,0
132.36,7,Clothing,0,0,83,2,67,0
244,9,Electronics,0,0,50,3,25,0
128.31,3,Travel,0,0,41,1,23,0
98.81,19,Electronics,0,0,77,0,63,0
91.38,7,Grocery,1,0,67,1,49,0
4.82,0,Travel,0,0,72,4,40,0
73.59,7,Food,0,0,44,6,22,0
671.5,22,Travel,0,0,59,1,56,0
372.23,11,Travel,1,0,57,3,69,0
71.92,22,Electronics,0,0,26,3,21,0
159.52,14,Travel,0,0,58,2,28,0
338.27,12,Travel,0,0,56,5,19,0
104.78,15,Grocery,0,1,45,2,31,0
3.26,22,Electronics,1,0,29,1,25,0
13.94,17,Grocery,1,0,52,1,24,0
128.55,0,Electronics,0,0,72,1,69,0
627.85,16,Food,0,0,93,1,68,0
212.69,15,Travel,0,0,94,1,34,0
13.24,22,Electronics,0,0,64,4,62,0
37.79,4,Travel,0,0,30,2,54,0
265.58,19,Travel,0,0,38,1,39,0
331.49,20,Clothing,0,0,91,2,52,0
173.08,9,Grocery,0,0,35,1,28,0
186.12,5,Electronics,0,0,63,1,43,0
5.17,11,Food,0,0,65,1,63,0
317.4,9,Clothing,0,0,48,3,61,0
279.44,21,Grocery,0,0,67,4,58,0
53.96,16,Food,0,0,98,1,31,0
222,1,Food,0,0,50,2,27,0
43.54,18,Travel,1,0,53,4,43,0
7.41,19,Grocery,0,0,26,3,42,0
40.42,5,Clothing,0,0,54,2,39,0
35.42,12,Electronics,0,0,98,1,54,0
74.18,8,Electronics,0,0,81,4,32,0
97.57,11,Clothing,0,0,83,2,67,0
127.87,17,Travel,0,0,43,1,65,0
116.59,7,Travel,0,0,78,0,23,0
56.81,17,Food,0,0,94,1,36,0
5.33,22,Grocery,0,0,47,0,45,0
167.24,21,Food,1,0,57,2,44,0
90.68,1,Electronics,0,0,90,3,59,0
63.86,7,Clothing,0,0,35,0,52,0
363.05,9,Grocery,0,0,42,3,65,0
247.2,8,Clothing,0,0,89,3,34,0
351.05,23,Grocery,0,0,56,3,42,0
122.97,17,Electronics,0,0,28,0,21,0
25.26,7,Electronics,0,0,60,1,26,0
214.46,18,Grocery,0,0,81,2,53,0
41.54,2,Travel,0,1,57,3,38,0
104.76,8,Grocery,0,0,38,0,54,0
12.1,12,Electronics,0,0,72,2,53,0
314.05,8,Clothing,0,0,61,2,21,0
24.23,19,Food,1,0,29,2,65,0
